Airport Name,City name,Country name,Dep_Airport,Arr_Airport,lat,lng
Warsaw Municipal Airport,Warsaw,United States,\N,\N,41.27470016,-85.84010315
Van Wert County Airport,Van Wert,United States,\N,\N,40.86470032,-84.60939789
Brooks Field,Marshall,United States,\N,\N,42.25120163,-84.95549774
Genesee County Airport,Batavia,United States,\N,\N,43.03170013,-78.16760254
Clearwater Air Park,Clearwater,United States,CLW,CLW,27.97669983,-82.75869751
Orlampa Inc Airport,Forties Alpha,United Kingdom,\N,\N,28.16699982,-81.80809784
Chicago Meigs Airport,Chicago,United States,CGX,CGX,41.85879898,-87.60790253
Pickens County Airport,Jasper,United States,\N,\N,34.45339966,-84.45739746
Saarmund Airport,Saarmund,Germany,\N,\N,52.30833435,13.10055637
Grand Strand Airport,North Myrtle Beach,United States,CRE,CRE,33.81169891,-78.72389984
Lansing Municipal Airport,Lansing,United States,\N,\N,41.53490067,-87.52950287
Ramona Airport,Ramona,United States,\N,\N,33.0392,-116.915001
Pont Sur Yonne Airfield,Pont Sur Yonne,France,\N,\N,48.289172,3.247912
St Florentin Cheu Airfield,St Florentin Cheu,France,\N,\N,47.98019,3.775583
Saulieu Liernais Airfield,Saulieu,France,\N,\N,47.239399,4.26583
Olten Airport,Olten,Switzerland,\N,\N,47.3443985,7.88944006
Buochs Airport,Buochs,Switzerland,BXO,BXO,46.974444,8.396944
Ambri Airport,Quinto,Switzerland,\N,\N,46.512501,8.68978
Lodrino Air Base,Lodrino,Switzerland,\N,\N,46.29589844,8.99213028
Roudnice Airport,Roudnice nad Lebem,Czech Republic,\N,\N,50.41059875,14.2261
Usti Nad Labem Airfield,Usti Nad Labem,Czech Republic,\N,\N,50.699699,13.9697
Mauterndorf Airport,Mauterndorf,Austria,\N,\N,47.13249969,13.69690037
NÃ¶tsch Im Gailtal Airport,Notsch Im Gailtal,Austria,\N,\N,46.58110046,13.62919998
Sinsheim Airfield,Karlsruhe,Germany,\N,\N,49.2472,8.8938
Weinheim/BergstraÃŸe Airport,Weinheim,Germany,\N,\N,49.56750107,8.610555649
Meaux Esbly Airport,Meaux,France,\N,\N,48.92779922,2.835279942
ChÃ¢teau-Thierry - Belleau Airfield,Chateau-Thierry,France,\N,\N,49.0672,3.35694
Branch County Memorial Airport,Coldwater,United States,\N,\N,41.9333992,-85.05259705
Wilkes Barre Wyoming Valley Airport,Wilkes-Barre,United States,WBW,WBW,41.29719925,-75.85119629
Willoughby Lost Nation Municipal Airport,Willoughby,United States,LNN,LNN,41.68399811,-81.38970184
Taoyuan Air Base,Taoyuan,Taiwan,\N,\N,25.05660057,121.2442627
Uummannaq Heliport,Uummannaq,Greenland,UMD,UMD,70.68042793,-52.11163044
Bayannur Tianjitai Airport,Bayannur,China,RLK,RLK,40.926,107.7428
Capital City Airport,Frankfort,United States,FFT,FFT,38.18249893,-84.90470123
Auburn Lewiston Municipal Airport,Lewiston,United States,LEW,LEW,44.04850006,-70.28350067
Inowroclaw Military Air Base,Inowroclaw,Poland,\N,\N,52.82939911,18.33060074
Pruszcz Gdanski Air Base,Pruszcz Gdansk,Poland,\N,\N,54.248001,18.6716
Bloyer Field,Tomah,United States,\N,\N,43.97499847,-90.48349762
Marco Island Executive Airport,Marco Island Airport,United States,MRK,MRK,25.995001,-81.672501
Drummond Island Airport,Drummond Island,United States,DRE,DRE,46.00930023,-83.74389648
Gladwin Zettel Memorial Airport,Gladwin,United States,GDW,GDW,43.97060013,-84.47499847
South Haven Area Regional Airport,South Haven,United States,\N,\N,42.3512001,-86.25569916
Marshfield Municipal Airport,Marshfield,United States,MFI,MFI,44.63690186,-90.18930054
Alexander Field South Wood County Airport,Wisconsin Rapids,United States,ISW,ISW,44.36029816,-89.83899689
Clinton Municipal Airport,Clinton,United States,CWI,CWI,41.83110046,-90.32910156
Beverly Municipal Airport,Beverly,United States,BVY,BVY,42.58420181,-70.91649628
Nagaur Airport,Nagaur,India,\N,\N,27.20829964,73.71140289
Ostafyevo International Airport,Moscow,Russia,OSF,OSF,55.511667,37.507222
Trois-RiviÃ¨res Airport,Trois Rivieres,Canada,YRQ,YRQ,46.35279846,-72.67939758
Poplar Bluff Municipal Airport,Poplar Bluff,United States,POF,POF,36.77389908,-90.32489777
Somerset Airport,Somerville,United States,\N,\N,40.62599945,-74.67019653
Eastport Municipal Airport,Eastport,United States,\N,\N,44.91009903,-67.01270294
Keokuk Municipal Airport,Keokuk,United States,EOK,EOK,40.4598999,-91.42849731
Perth/Scone Airport,Perth,United Kingdom,PSL,PSL,56.43920135,-3.372220039
Caernarfon Airport,Caernarfon,United Kingdom,\N,\N,53.101819,-4.337614
Grefrath-Niershorst Airport,Grefrath,Germany,\N,\N,51.33388901,6.359444141
St Paul Downtown Holman Field,St. Paul,United States,STP,STP,44.93450165,-93.05999756
SÃ¶derhamn Airport,Soderhamn,Sweden,SOO,SOO,61.26150131,17.09910011
Newcastle Aerodrome,Newcastle,Ireland,\N,\N,53.07109833,-6.04527998
Saravane Airport,Saravane,Laos,VNA,VNA,15.70943921,106.4106989
Segeletz Airport,Segeletz,Germany,\N,\N,52.82666779,12.54194355
Fuentemilanos Airport,Segovia,Spain,\N,\N,40.88861084,-4.237500191
Akeno Airport,Akeno,Japan,\N,\N,34.53329849,136.6719971
Ust-Kamchatsk Airport,Ust Kamchatsk,Russia,\N,\N,56.23860168,162.6880035
Oconomowoc Airport,Oconomowoc,United States,\N,\N,43.13890076,-88.47229767
Kozyrevsk Airport,Kozyrevsk,Russia,\N,\N,56.09000015,159.8766632
Dikson Airport,Dikson,Russia,DKS,DKS,73.51780701,80.37966919
Beverley Airport,Mine Site,Australia,\N,\N,-30.18670082,139.5579987
Bantry Aerodrome,Bantry,Ireland,BYT,BYT,51.66859818,-9.48416996
Aliwal North Airport,Aliwal North,South Africa,\N,\N,-30.68000031,26.72999954
Alkantpan Copper Airport,Alkantpan,South Africa,\N,\N,-29.90640068,22.31669998
Alldays Airport,Alldays,South Africa,ADY,ADY,-22.67900085,29.05550003
Bredasdorp Airport,Barberton,South Africa,\N,\N,-34.665,20.0628
Butler Co Regional Airport - Hogan Field,Hamilton,United States,HAO,HAO,39.36380005,-84.52200317
Bungoma Airport,Bungoma,Kenya,\N,\N,0.576207995,34.55345154
Bura East Airport,Bura,Kenya,\N,\N,-1.100000024,39.95000076
Busia Airport,Busia,Kenya,\N,\N,0.457085013,34.13027954
Embu Airport,Embu,Kenya,\N,\N,-0.57327,37.49726
Garba Tula Airport,Garba Tula,Kenya,\N,\N,0.533333,38.516667
Garissa Airport,Garissa,Kenya,GAS,GAS,-0.46350801,39.64830017
Hola Airport,Hola,Kenya,HOA,HOA,-1.521999955,40.00400162
Homa Bay Airport,Homa Bay,Kenya,\N,\N,-0.600000024,34.46699905
Isiolo Airport,Isiolo,Kenya,\N,\N,0.338170946,37.59169388
Kericho Airport,Kericho,Kenya,KEY,KEY,-0.3899,35.242093
Kilaguni Airport,Kilaguni,Kenya,ILU,ILU,-2.910609961,38.06520081
Antsirabe Airport,Antsirabe,Madagascar,ATJ,ATJ,-19.83922148,47.06371307
Bekily Airport,Bekily,Madagascar,OVA,OVA,-24.23569475,45.30452728
Ust-Tsylma Airport,Ust-Tsylma,Russia,UTS,UTS,65.43729401,52.20033646
Gorno-Altaysk Airport,Gorno-Altaysk,Russia,RGK,RGK,51.96670151,85.83329773
Fond du Lac County Airport,Fond du Lac,United States,FLD,FLD,43.77119827,-88.48840332
Waupaca Municipal Airport,Waupaca,United States,\N,\N,44.33330154,-89.01979828
Stevens Point Municipal Airport,Stevens Point,United States,STE,STE,44.54520035,-89.53029633
Mys Shmidta Airport,Mys Shmidta,Russia,\N,\N,68.86830139,-179.3730011
Moma Airport,Honuu,Russia,MQJ,MQJ,66.450861,143.261551
Luce County Airport,Newberry,United States,\N,\N,46.31119919,-85.45729828
PeenemÃ¼nde Airport,Peenemunde,Germany,PEF,PEF,54.15777969,13.77444363
GÃ³raszka Airport,Goraszka,Poland,\N,\N,52.18444061,21.28111076
Nusawiru Airport,Nusawiru,Indonesia,CJN,CJN,-7.719895,108.488995
Galion Municipal Airport,Galion,United States,GQQ,GQQ,40.7533989,-82.72380066
Tiputini Airport,Tiputini,Ecuador,TPN,TPN,-0.776111007,-75.52639771
Rio Amazonas Airport,Pastaza,Ecuador,PTZ,PTZ,-1.505239964,-78.06269836
Clarksvilleâ€“Montgomery County Regional Airport,Clarksville,United States,CKV,CKV,36.62189865,-87.41500092
Lompoc Airport,Lompoc,United States,LPC,LPC,34.66559982,-120.4680023
Chester County G O Carlson Airport,Coatesville,United States,CTH,CTH,39.97900009,-75.8655014
Bost Airport,Lashkar Gah,Afghanistan,BST,BST,31.55970001,64.36499786
Lankaran International Airport,Lankaran,Azerbaijan,LLK,LLK,38.74639893,48.81800079
Gabala International Airport,Qabala,Azerbaijan,GBB,GBB,40.826667,47.7125
Zaqatala International Airport,Zaqatala,Azerbaijan,ZTU,ZTU,41.562222,46.667221
Lake Placid Airport,Lake Placid,United States,LKP,LKP,44.26449966,-73.9618988
Typliy Klyuch Airport,Khandyga,Russia,KDY,KDY,62.78900146,136.8549957
Magan Airport,Yakutsk,Russia,GYG,GYG,62.103484,129.545288
Qianjiang Wulingshan Airport,Qianjiang,China,JIQ,JIQ,29.51333333,108.8311111
Cooma Hospital Helipad,Yuzhno-Kurilsk,Russia,\N,\N,-36.242155,149.130147
Lima Allen County Airport,Lima,United States,AOH,AOH,40.706902,-84.026703
Sondok Airport,Hamhung,North Korea,DSO,DSO,39.745201,127.473999
Malcolm McKinnon Airport,Brunswick,United States,SSI,SSI,31.15180016,-81.39129639
Beaver County Airport,Beaver Falls,United States,BFP,BFP,40.77249908,-80.3914032
Georgetown County Airport,Georgetown,United States,GGE,GGE,33.31169891,-79.31960297
Hardwick Field,Cleveland,United States,HDI,HDI,35.2201004,-84.83239746
Renton Municipal Airport,Renton,United States,RNT,RNT,47.49309921,-122.2160034
Brackett Field,La Verne,United States,POC,POC,34.09159851,-117.7819977
Cross City Airport,Cross City,United States,CTY,CTY,29.63549995,-83.10479736
Oconee County Regional Airport,Clemson,United States,CEU,CEU,34.6719017,-82.8864975
Beech Factory Airport,Wichita,United States,BEC,BEC,37.69449997,-97.21499634
Tabing Airport,Padang,Indonesia,\N,\N,-0.874989,100.351997
Tom B. David Field,Calhoun,United States,\N,\N,34.45539856,-84.93920135
Habersham County Airport,Cornelia,United States,\N,\N,34.49990082,-83.55670166
Georgetown Municipal Airport,Georgetown,United States,\N,\N,30.67880058,-97.67939758
Old Rhinebeck Airport,Rhinebeck,United States,\N,\N,41.9715004,-73.86289978
Duxford Aerodrome,Duxford,United Kingdom,QFO,QFO,52.090801,0.131944
Sidney Municipal-Lloyd W Carr Field,Sidney,United States,SNY,SNY,41.10129929,-102.9850006
Newnan Hospital Heliport,Bengassi,Mali,\N,\N,33.38090134,-84.8010025
Great Keppel Is Airport,Great Keppel Island,Australia,GKL,GKL,-23.18330002,150.9420013
Roper Bar Airport,Roper Bar,Australia,RPB,RPB,-14.734814,134.525485
Mount Garnet Airport,Mount Garnet,Australia,\N,\N,-17.70000076,145.1499939
Innisfail Airport,Innisfail,Australia,IFL,IFL,-17.55940056,146.0119934
Kalaeloa Airport,Kapolei,United States,JRF,JRF,21.3074,-158.070009
Bamiyan Airport,Bamyan,Afghanistan,BIN,BIN,34.81700134,67.81700134
Changbaishan Airport,Baishan,China,NBS,NBS,42.066944,127.602222
Orang Airport,Chongjin,North Korea,RGO,RGO,41.428538,129.647555
Moomba Airport,Moomba,Australia,MOO,MOO,-28.09939957,140.1970062
Lublin Airport,Lublin,Poland,LUZ,LUZ,51.240278,22.713611
Iosco County Airport,East Tawas,United States,ECA,ECA,44.312801,-83.422302
Madison County Executive Airport-Tom Sharp Jr Field,Huntsville,United States,\N,\N,34.8614006,-86.55750275
Leesburg Executive Airport,Leesburg,United States,\N,\N,39.077999,-77.557503
Anoka County-Blaine (Janes Field) Airport,Anoka,United States,\N,\N,45.145,-93.211401
Robinson Crusoe Airport,San Juan Bautista,Chile,\N,\N,-33.66500092,-78.92970276
Villa Airport,Maamigili,Maldives,VAM,VAM,3.470555556,72.83583333
Lingling Airport,Yongzhou,China,LLF,LLF,26.338661,111.610043
LoÅ¡inj Island Airport,Mali Losinj,Croatia,LSZ,LSZ,44.56579971,14.39309978
Onslow Airport,Onslow,Australia,ONS,ONS,-21.66830063,115.112999
Theodore Airport,Theodore,Australia,TDR,TDR,-24.99329948,150.0930023
Williamson Sodus Airport,Williamson,United States,\N,\N,43.234699,-77.121
Fairoaks Airport,Fairoaks,United Kingdom,\N,\N,51.34809875,-0.558888972
Boulder Municipal Airport,Boulder,United States,WBU,WBU,40.03939819,-105.2259979
Neustadt-Glewe Airport,Neustadt-Glewe,Germany,\N,\N,53.35972214,11.61527824
Goetsenhoven Air Base,GOETSENHOVEN,Belgium,\N,\N,50.78170013,4.957779884
Tutow Airport,Wildenrath,Germany,\N,\N,53.92194366,13.21888924
Bremgarten Airport,Bremgarten,Germany,\N,\N,47.90277863,7.617777824
Bitburg Airport,Birburg,Germany,BBJ,BBJ,49.945278,6.565
Palo Alto Airport of Santa Clara County,Palo Alto,United States,PAO,PAO,37.46110153,-122.1149979
Ust-Nera Airport,Ust-Nera,Russia,USR,USR,64.55000305,143.1150055
LetiÅ¡tÄ› VysokÃ© MÃ½to,Vysoke Myto,Czech Republic,\N,\N,49.926899,16.185801
Spa (la SauveniÃ¨re) Airfield,Spa,Belgium,\N,\N,50.482498,5.9103
Falcon Field,Mesa,United States,MSC,MSC,33.46080017,-111.7279968
Coolidge Municipal Airport,Cooldige,United States,\N,\N,32.93590164,-111.427002
Cottonwood Airport,Cottonwood,United States,\N,\N,34.72999954,-112.0350037
Namur-SuarlÃ©e Airfield,Namur,Belgium,\N,\N,50.487999,4.76892
Kiewit Airfield Hasselt,Hasselt,Belgium,\N,\N,50.970001,5.37507
Ak-Chin Regional Airport,Phoenix,United States,\N,\N,32.990806,-111.918528
Wickenburg Municipal Airport,Wickenburg,United States,\N,\N,33.96889877,-112.7990036
Yangzhou Taizhou Airport,Yangzhou,China,YTY,YTY,32.5634,119.7198
Oakland County International Airport,Pontiac,United States,PTK,PTK,42.66550064,-83.42009735
Kissidougou Airport,Kissidougou,Guinea,KSI,KSI,9.160559654,-10.12440014
Dillant Hopkins Airport,Keene,United States,EEN,EEN,42.89839935,-72.27079773
Tianshui Maijishan Airport,Tianshui,China,THQ,THQ,34.55939865,105.8600006
Kawama Airport,Kawama,Cuba,VRO,VRO,23.12400055,-81.3015976
Kooddoo Airport,Kooddoo,Maldives,GKK,GKK,0.7324,73.4336
Glasgow Industrial Airport,Glasgow,United States,\N,\N,48.42110062,-106.5279999
Rochester Airport,Rochester,United Kingdom,RCS,RCS,51.35189819,0.503332973
Termas de RÃ­o Hondo international Airport,Rio Hondo,Argentina,RHD,RHD,-27.4966,-64.93595
Keetmanshoop Airport,Keetmanshoop,Namibia,KMP,KMP,-26.53980064,18.1114006
Kangding Airport,Kangding,China,KGT,KGT,30.1575,101.734722
Velikiy Ustyug Airport,Veliky Ustyug,Russia,VUS,VUS,60.78829956,46.25999832
Iowa City Municipal Airport,Iowa City,United States,IOW,IOW,41.6391983,-91.54650116
Turpan Jiaohe Airport,Turpan,China,TLQ,TLQ,43.0308,89.0987
Lorenzo Airport,Morro de Sao Paulo,Brazil,\N,\N,-13.38944435,-38.90999985
Windom Municipal Airport,Windom,United States,\N,\N,43.91339874,-95.10939789
Longview Ranch Airport,Longview,United States,\N,\N,44.6617012,-119.6520004
Rothera Research Station,Rothera Research Station,United Kingdom,\N,\N,-67.5675,-68.12740278
Sortavala Airport,Sortavala,Russia,\N,\N,61.73609924,30.67359924
Lee Airport,Annapolis,United States,ANP,ANP,38.942902,-76.568398
Cuamba Airport,Cuamba,Mozambique,FXO,FXO,-14.815,36.529999
Bodaybo Airport,Bodaibo,Russia,ODO,ODO,57.86610031,114.2429962
Zhytomyr Airport,Zhytomyr,Ukraine,ZTR,ZTR,50.270556,28.738611
Paluknys Airport,Paluknys,Lithuania,\N,\N,54.48484802,24.98737335
Mattala Rajapaksa International Airport,Mattala,Sri Lanka,HRI,HRI,6.284467,81.124128
Pecos Municipal Airport,Pecos,United States,PEQ,PEQ,31.38240051,-103.5110016
Hattiesburg Bobby L Chain Municipal Airport,Hattiesburg,United States,HBG,HBG,31.26479912,-89.25279999
Botucatu - Tancredo de Almeida Neves Airport,Botucatu,Brazil,QCJ,QCJ,-22.939501,-48.467999
Base AÃ©rea Airport,Anapolis,Brazil,\N,\N,-16.2292,-48.964298
MÃ¡rio Pereira Lopesâ€“SÃ£o Carlos Airport,Sao Carlos,Brazil,QSC,QSC,-21.875401,-47.903703
Chan Gurney Municipal Airport,Yankton,United States,YKN,YKN,42.91669846,-97.3859024
Sir Bani Yas Airport,Sir Bani Yas Island,United Arab Emirates,XSB,XSB,24.283611,52.580278
Bromont (Roland Desourdy) Airport,Bromont,Canada,ZBM,ZBM,45.29079819,-72.74140167
Beccles Airport,Beccles,United Kingdom,\N,\N,52.43529892,1.618330002
Kratie Airport,Kratie,Cambodia,KTI,KTI,12.48799992,106.0550003
Caldera Airport,Caldera,Chile,\N,\N,-27.0781002,-70.79530334
San Pedro de Atacama Airport,San Pedro de Atacama,Chile,\N,\N,-22.92169952,-68.15840149
Copacabana Airport,Copacabana,Bolivia,\N,\N,-16.19109917,-69.09559631
Guyuan Liupanshan Airport,Guyuan,China,GYU,GYU,36.07888889,106.2169444
RAF Brawdy,Brawdy,United Kingdom,\N,\N,51.88375,-5.119972
Changhai Airport,Changhai,China,CNI,CNI,39.26666667,122.6669444
Redhill Aerodrome,Redhill,United Kingdom,KRH,KRH,51.21360016,-0.138611004
Jiagedaqi Airport,Jiagedaqi District,China,JGD,JGD,50.371389,124.1175
Chinchilla Airport,Chinchilla,Australia,CCL,CCL,-26.77499962,150.6170044
Hayward Executive Airport,Hayward,United States,HWD,HWD,37.65919876,-122.1220016
Motueka Airport,Motueka,New Zealand,MZP,MZP,-41.12329865,172.9889984
Shute Harbour Airport,Shute Harbour,Australia,JHQ,JHQ,-20.277221,148.755556
Enstone Aerodrome,Enstone,United Kingdom,\N,\N,51.92816667,-1.4285
Ann Arbor Municipal Airport,Ann Arbor,United States,ARB,ARB,42.22299957,-83.74559784
Shepparton Airport,Shepparton,Australia,SHT,SHT,-36.42890167,145.3930054
Temora Airport,Temora,Australia,TEM,TEM,-34.42139816,147.5119934
Gayndah Airport,Gayndah,Australia,GAH,GAH,-25.61440086,151.6190033
Wilcannia Airport,Wilcannia,Australia,WIO,WIO,-31.52639961,143.375
Ivanhoe Airport,Ivanhoe,Australia,\N,\N,-32.88330078,144.3099976
Menindee Airport,Menindee,Australia,\N,\N,-32.36669922,142.4049988
Pooncarie Airport,Pooncarie,Australia,\N,\N,-33.36669922,142.5879974
Tilpa Airport,Tilpa,Australia,\N,\N,-30.93330002,144.4170074
Reichenbach Air Base,Reichenbach im Kandertal,Switzerland,\N,\N,46.61360168,7.677780151
Bijie Feixiong Airport,Bijie,China,BFJ,BFJ,27.267066,105.472097
Lensk Airport,Lensk,Russia,ULK,ULK,60.72060013,114.8259964
Kavalerovo Airport,Kavalerovo,Russia,KVR,KVR,44.2726,135.029
IÄŸdÄ±r Airport,Igdir,Turkey,IGD,IGD,39.97662735,43.87664795
ÅžanlÄ±urfa GAP Airport,Sanliurfa,Turkey,GNY,GNY,37.445663,38.895592
Zafer Airport,Kutahya,Turkey,KZR,KZR,39.113079,30.128111
Velikiye Luki Airport,Velikiye Luki,Russia,VLU,VLU,56.3810997,30.60810089
Yelahanka Air Force Station,Bangalore,India,\N,\N,13.13549995,77.60600281
Yeltsovka Airport,Novosibirsk,Russia,\N,\N,55.0923996,83.00450134
Kodinsk Airport,Kodinsk,Russia,\N,\N,58.47940063,99.09390259
Lake Macquarie Airport,Lake Macquarie,Australia,BEO,BEO,-33.0667,151.647995
Henry County Airport,Hampton,United States,\N,\N,33.389099,-84.332397
Brampton Island Airport,Brampton Island,Australia,BMP,BMP,-20.80330086,149.2700043
Alameda Naval Air Station,Alameda,United States,NGZ,NGZ,37.78889847,-122.3199997
Endelave Flyveplads,Endelage,Denmark,\N,\N,55.7565,10.2485
St. Johann In Tirol Airport,St. Johann in Tirol,Austria,\N,\N,47.5201,12.4497
ThalmÃ¤ssing-Waizenhofen Airport,Thalmaessing,Germany,\N,\N,49.06416702,11.20916653
Cochrane Airport,Cochrane,Canada,YCN,YCN,49.10559845,-81.01360321
Estadual Arthur Siqueira Airport,Braganca Paulista,Brazil,BJP,BJP,-22.979162,-46.537508
Busselton Regional Airport,Brusselton,Australia,BQB,BQB,-33.68842316,115.4015961
Srednekolymsk Airport,Srednekolymsk,Russia,SEK,SEK,67.4805,153.7364
Comarapa Airport,Salt Lake City,United States,\N,\N,-17.91360092,-64.51779938
Inverell Airport,Inverell,Australia,IVR,IVR,-29.88829994,151.1439972
Glen Innes Airport,Glen Innes,Australia,GLI,GLI,-29.67499924,151.6889954
Ansbach-Petersdorf Airport,Ansbach,Germany,\N,\N,49.361111,10.669444
Immokalee Regional Airport,Immokalee ,United States,IMM,IMM,26.43320084,-81.40100098
Maranggo Airport,Sulawesi Tenggara,Indonesia,TQQ,TQQ,-5.764570236,123.9169998
Rancho San Simeon Airport,Cambria,United States,\N,\N,35.60770035,-121.1100006
Yichun Mingyueshan Airport,Yichun,China,YIC,YIC,27.8025,114.3062
Dinwiddie County Airport,Petersburg,United States,PTB,PTB,37.18379974,-77.50740051
Kasongo Airport,Kasongo,Congo (Kinshasa),\N,\N,-4.532999992,26.61700058
McMurdo Station Pegasus Field,McMurdo Station,Antarctica,\N,\N,-77.96340179,166.5249939
Klatovy Airport,Klatovy,Czech Republic,\N,\N,49.41830063,13.32190037
Sheboygan County Memorial Airport,Sheboygan,United States,SBM,SBM,43.76959991,-87.85140228
Fortescue - Dave Forrest Aerodrome,Cloudbreak,Australia,KFE,KFE,-22.290754,119.437143
Kangel Danda Airport,Kangel Danda,Nepal,\N,\N,27.41063331,86.646595
Bajura Airport,Bajura,Nepal,BJU,BJU,29.50200081,81.66899872
Chara Airport,Chara,Russia,\N,\N,56.91333389,118.2699966
Herning Airport,Herning,Denmark,\N,\N,56.18470001,9.044449806
OberschleiÃŸheim Airfield,Schleissheim,Germany,\N,\N,48.239445,11.561389
Pinal Airpark,Marana,United States,MZJ,MZJ,32.51060104,-111.3280029
Glendale Municipal Airport,Glendale,United States,\N,\N,33.52690125,-112.2949982
Safford Regional Airport,Safford,United States,SAD,SAD,32.85480118,-109.6350021
Verden-Scharnhorst Airfield,Verden,Germany,\N,\N,52.965279,9.282778
Solomon Airport,Solomon,Australia,SLJ,SLJ,-22.2554,117.7627
Nittenau-Bruck Airport,Nittenau,Germany,\N,\N,49.22249985,12.2966671
Kerama Airport,Kerama,Japan,KJP,KJP,26.16830063,127.2929993
Americana Airport,Americana,Brazil,\N,\N,-22.75580025,-47.26940155
Ekibastuz Airport,Ekibastuz,Kazakhstan,EKB,EKB,51.5909996,75.21499634
Adamovka,Adamovka,Russia,\N,\N,51.5,59.936111
Kvarkeno,Kvarkeno,Russia,\N,\N,52.078333,59.683333
Sikeston Memorial Municipal Airport,Sikeston,United States,SIK,SIK,36.89889908,-89.5617981
Tetiaroa Airport,Tetiaroa,French Polynesia,TTI,TTI,-17.01329994,-149.5870056
Floyd Bennett Memorial Airport,Queensbury,United States,GFL,GFL,43.34120178,-73.61029816
Saratoga County Airport,Ballston Spa,United States,\N,\N,43.05130005,-73.86119843
Crystal River Airport,Crystal River,United States,\N,\N,28.86730003,-82.57129669
Martin State Airport,Baltimore,United States,MTN,MTN,39.325699,-76.413803
Lincoln Regional Karl Harder Field,Lincoln,United States,\N,\N,38.90919876,-121.3509979
Fostoria Metropolitan Airport,Fostoria,United States,\N,\N,41.19079971,-83.39450073
Eastern Slopes Regional Airport,Fryeburg,United States,FRY,FRY,43.99110031,-70.94789886
Coral Creek Airport,Placida,United States,\N,\N,26.85449982,-82.25119781
Lakefront Airport,New Orleans,United States,NEW,NEW,30.04240036,-90.02829742
Coeur D'Alene - Pappy Boyington Field,Coeur d'Alene,United States,COE,COE,47.77429962,-116.8199997
Beaumont Municipal Airport,Beaumont,United States,BMT,BMT,30.07069969,-94.21579742
Vermilion Regional Airport,Danville,United States,DNV,DNV,40.19919968,-87.59590149
Coonabarabran Airport,Coonabarabran,Australia,COJ,COJ,-31.33250046,149.2669983
Space Coast Regional Airport,Titusville,United States,TIX,TIX,28.51479912,-80.79920197
Bumi Airport,Bumi Hills,Zimbabwe,BZH,BZH,-16.81699944,28.35000038
Warnervale Airport,Warnervale Airport,Australia,\N,\N,-33.240278,151.429722
Bouarfa Airport,Bouarfa,Morocco,UAR,UAR,32.51430556,-1.983055556
Nyeri Airport,NYERI,Kenya,NYE,NYE,-0.364414006,36.97848511
Andrau Airpark,Houston,United States,AAP,AAP,29.72249985,-95.58830261
Flying Cloud Airport,Eden Prairie,United States,FCM,FCM,44.82720184,-93.45709991
Likoma Island Airport,Likoma Island,Malawi,LIX,LIX,-12.075833,34.737222
Johnson County Executive Airport,Olathe,United States,OJC,OJC,38.84759903,-94.73760223
Sigiriya Air Force Base,Sigiriya,Sri Lanka,GIU,GIU,7.956669807,80.72850037
NeumÃ¼nster Airport,Neumuenster,Germany,EUM,EUM,54.07944489,9.941389084
Tak Airport,Tak,Thailand,TKT,TKT,16.89599991,99.25330353
Barrie-Orillia (Lake Simcoe Regional Airport),Barrie-Orillia,Canada,YLK,YLK,44.48529816,-79.55560303
Huronia Airport,Midland,Canada,\N,\N,44.68330002,-79.92829895
Markham Airport,Markham,Canada,\N,\N,43.93579865,-79.2621994
Stanhope Municipal Airport,Haliburton,Canada,\N,\N,45.11083333,-78.64
Kawartha Lakes (Lindsay) Airport,Lindsay,Canada,\N,\N,44.3647,-78.783897
Niagara District Airport,Saint Catherines,Canada,YCM,YCM,43.19169998,-79.17169952
Edenvale Aerodrome,Edenvale,Canada,\N,\N,44.441101,-79.962799
Orillia Airport,Orillia,Canada,\N,\N,44.67765578,-79.3102169
Holland Landing Airpark,Holland Landing,Canada,\N,\N,44.08940125,-79.49500275
Parry Sound Area Municipal Airport,Parry Sound,Canada,YPD,YPD,45.2575,-79.829697
Hanover / Saugeen Municipal Airport,Hanover,Canada,\N,\N,44.158298,-81.062798
Brandywine Airport,West Goshen Township,United States,\N,\N,39.99010086,-75.58190155
Manassas Regional Airport/Harry P. Davis Field,Manassas,United States,MNZ,MNZ,38.72140121,-77.51540375
Texas Gulf Coast Regional Airport,Angleton,United States,LJN,LJN,29.10860062,-95.46209717
Bubovice Airport,Bubovice,Czech Republic,\N,\N,49.97439957,14.17809963
Rakkestad Astorp Airport,Rakkestad,Norway,\N,\N,59.397499,11.3469
BingÃ¶l Ã‡eltiksuyu Airport,Bingol,Turkey,BGG,BGG,38.85926056,40.59596252
Kastamonu Airport,Kastamonu,Turkey,KFS,KFS,41.31420135,33.79579926
Elstree Airfield,Elstree,United Kingdom,\N,\N,51.65579987,-0.325832993
Sandtoft Airfield,Sandtoft,United Kingdom,\N,\N,53.55970001,-0.858332992
Torit Airport,Torit,South Sudan,\N,\N,4.400000095,32.58300018
Shelby County Airport,Shelbyville,United States,\N,\N,39.41040039,-88.84539795
LÃ¼liang Airport,Lvliang,China,LLV,LLV,37.683333,111.142778
Daocheng Yading Airport,Daocheng,China,DCY,DCY,29.323056,100.053333
Gannan Xiahe Airport,Xiahe city,China,GXH,GXH,34.8105,102.6447
VÃ¤ngsÃ¶ Airport,Vangso,Sweden,\N,\N,59.10110092,17.21109962
Comiso Airport,Comiso,Italy,CIY,CIY,36.994601,14.607182
